jobname	jobnm	job_no	job_sub_id	job_id	prev	dependency	status	exit_code	cmd	trigger
005.printreads_t	printreads_t	14	738913	005.printreads_t_14	baserecalib_t	738828	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_14.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_14.txt
005.printreads_t	printreads_t	15	738914	005.printreads_t_15	baserecalib_t	738829	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_15.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_15.txt
005.printreads_t	printreads_t	16	738915	005.printreads_t_16	baserecalib_t	738830	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_16.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_16.txt
005.printreads_t	printreads_t	17	738916	005.printreads_t_17	baserecalib_t	738831	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_17.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_17.txt
005.printreads_t	printreads_t	18	738917	005.printreads_t_18	baserecalib_t	738832	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_18.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_18.txt
005.printreads_t	printreads_t	19	738918	005.printreads_t_19	baserecalib_t	738833	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_19.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_19.txt
005.printreads_t	printreads_t	20	738919	005.printreads_t_20	baserecalib_t	738834	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_20.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_20.txt
005.printreads_t	printreads_t	21	738920	005.printreads_t_21	baserecalib_t	738835	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_21.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_21.txt
005.printreads_t	printreads_t	22	738921	005.printreads_t_22	baserecalib_t	738836	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_22.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_22.txt
005.printreads_t	printreads_t	23	738922	005.printreads_t_23	baserecalib_t	738837	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_23.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_23.txt
005.printreads_t	printreads_t	24	738923	005.printreads_t_24	baserecalib_t	738838	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_24.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_24.txt
005.printreads_t	printreads_t	25	738924	005.printreads_t_25	baserecalib_t	738839	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_25.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_25.txt
005.printreads_t	printreads_t	26	738925	005.printreads_t_26	baserecalib_t	738840	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_26.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_26.txt
005.printreads_t	printreads_t	27	738926	005.printreads_t_27	baserecalib_t	738841	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_27.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_27.txt
005.printreads_t	printreads_t	28	738927	005.printreads_t_28	baserecalib_t	738842	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_28.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_28.txt
005.printreads_t	printreads_t	29	738928	005.printreads_t_29	baserecalib_t	738843	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_29.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_29.txt
005.printreads_t	printreads_t	30	738929	005.printreads_t_30	baserecalib_t	738844	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_30.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_30.txt
005.printreads_t	printreads_t	31	738930	005.printreads_t_31	baserecalib_t	738845	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_31.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_31.txt
005.printreads_t	printreads_t	32	738931	005.printreads_t_32	baserecalib_t	738846	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_32.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_32.txt
005.printreads_t	printreads_t	33	738932	005.printreads_t_33	baserecalib_t	738847	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_33.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_33.txt
005.printreads_t	printreads_t	34	738933	005.printreads_t_34	baserecalib_t	738848	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_34.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_34.txt
005.printreads_t	printreads_t	35	738934	005.printreads_t_35	baserecalib_t	738849	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_35.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_35.txt
005.printreads_t	printreads_t	36	738935	005.printreads_t_36	baserecalib_t	738850	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_36.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_36.txt
005.printreads_t	printreads_t	37	738936	005.printreads_t_37	baserecalib_t	738851	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_37.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_37.txt
005.printreads_t	printreads_t	38	738937	005.printreads_t_38	baserecalib_t	738852	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_38.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_38.txt
005.printreads_t	printreads_t	39	738938	005.printreads_t_39	baserecalib_t	738853	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_39.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_39.txt
005.printreads_t	printreads_t	40	738939	005.printreads_t_40	baserecalib_t	738854	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_40.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_40.txt
005.printreads_t	printreads_t	41	738940	005.printreads_t_41	baserecalib_t	738855	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_41.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_41.txt
005.printreads_t	printreads_t	42	738941	005.printreads_t_42	baserecalib_t	738856	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_42.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_42.txt
005.printreads_t	printreads_t	43	738942	005.printreads_t_43	baserecalib_t	738857	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_43.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_43.txt
005.printreads_t	printreads_t	44	738943	005.printreads_t_44	baserecalib_t	738858	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_44.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_44.txt
005.printreads_t	printreads_t	45	738944	005.printreads_t_45	baserecalib_t	738859	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_45.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_45.txt
005.printreads_t	printreads_t	46	738945	005.printreads_t_46	baserecalib_t	738860	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_46.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_46.txt
005.printreads_t	printreads_t	47	738946	005.printreads_t_47	baserecalib_t	738861	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_47.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_47.txt
005.printreads_t	printreads_t	48	738947	005.printreads_t_48	baserecalib_t	738862	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_48.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_48.txt
005.printreads_t	printreads_t	49	738948	005.printreads_t_49	baserecalib_t	738863	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_49.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_49.txt
005.printreads_t	printreads_t	50	738949	005.printreads_t_50	baserecalib_t	738864	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_50.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_50.txt
005.printreads_t	printreads_t	51	738950	005.printreads_t_51	baserecalib_t	738865	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_51.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_51.txt
005.printreads_t	printreads_t	52	738951	005.printreads_t_52	baserecalib_t	738866	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_52.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_52.txt
005.printreads_t	printreads_t	53	738952	005.printreads_t_53	baserecalib_t	738867	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_53.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_53.txt
005.printreads_t	printreads_t	54	738953	005.printreads_t_54	baserecalib_t	738868	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_54.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_54.txt
005.printreads_t	printreads_t	55	738954	005.printreads_t_55	baserecalib_t	738869	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_55.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_55.txt
005.printreads_t	printreads_t	56	738955	005.printreads_t_56	baserecalib_t	738870	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_56.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_56.txt
005.printreads_t	printreads_t	57	738956	005.printreads_t_57	baserecalib_t	738871	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_57.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_57.txt
005.printreads_t	printreads_t	58	738957	005.printreads_t_58	baserecalib_t	738872	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_58.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_58.txt
005.printreads_t	printreads_t	59	738958	005.printreads_t_59	baserecalib_t	738873	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_59.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_59.txt
005.printreads_t	printreads_t	60	738959	005.printreads_t_60	baserecalib_t	738874	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_60.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_60.txt
005.printreads_t	printreads_t	61	738960	005.printreads_t_61	baserecalib_t	738875	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_61.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_61.txt
005.printreads_t	printreads_t	62	738961	005.printreads_t_62	baserecalib_t	738876	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_62.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_62.txt
005.printreads_t	printreads_t	63	738962	005.printreads_t_63	baserecalib_t	738877	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_63.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_63.txt
005.printreads_t	printreads_t	64	738963	005.printreads_t_64	baserecalib_t	738878	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_64.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_64.txt
005.printreads_t	printreads_t	65	738964	005.printreads_t_65	baserecalib_t	738879	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_65.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_65.txt
005.printreads_t	printreads_t	66	738965	005.printreads_t_66	baserecalib_t	738880	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_66.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_66.txt
005.printreads_t	printreads_t	67	738966	005.printreads_t_67	baserecalib_t	738881	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_67.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_67.txt
005.printreads_t	printreads_t	68	738967	005.printreads_t_68	baserecalib_t	738882	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_68.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_68.txt
005.printreads_t	printreads_t	69	738968	005.printreads_t_69	baserecalib_t	738883	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_69.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_69.txt
005.printreads_t	printreads_t	70	738969	005.printreads_t_70	baserecalib_t	738884	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_70.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_70.txt
005.printreads_t	printreads_t	71	738970	005.printreads_t_71	baserecalib_t	738885	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_71.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_71.txt
005.printreads_t	printreads_t	72	738971	005.printreads_t_72	baserecalib_t	738886	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_72.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_72.txt
005.printreads_t	printreads_t	73	738972	005.printreads_t_73	baserecalib_t	738887	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_73.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_73.txt
005.printreads_t	printreads_t	74	738973	005.printreads_t_74	baserecalib_t	738888	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_74.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_74.txt
005.printreads_t	printreads_t	75	738974	005.printreads_t_75	baserecalib_t	738889	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_75.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_75.txt
005.printreads_t	printreads_t	76	738975	005.printreads_t_76	baserecalib_t	738890	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_76.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_76.txt
005.printreads_t	printreads_t	77	738976	005.printreads_t_77	baserecalib_t	738891	submitted	NA	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/005.printreads_t/printreads_t_cmd_77.sh	/rsrch2/iacs/iacs_dep/sseth/flowr/runs/bam_mutect-tumor___normal-20160413-18-28-39-8MrS9tj7/trigger/trigger_005.printreads_t_77.txt
